strategy,date,code,name,industry,buy,sell,hold,ret,equity_after
B_all_open_limit_down,2024-05-13,sz.000504,南华生物,M75科技推广和应用服务业,9.21,8.29,next_open,-0.10139142236699256,560446.6739806354
B_all_open_limit_down,2024-05-14,sz.002076,星光股份,C38电气机械和器材制造业,1.94,1.9982,intraday_rebound,0.028500000000000025,563641.2200223249
B_all_open_limit_down,2024-05-14,sz.000504,南华生物,M75科技推广和应用服务业,8.29,7.86,next_open,-0.05336972255729783,557659.0433226236
B_all_open_limit_down,2024-05-15,sz.002166,莱茵生物,C27医药制造业,9.27,9.11,next_open,-0.018759978425027024,555566.7089983729
B_all_open_limit_down,2024-05-16,sh.688585,上纬新材,C26化学原料和化学制品制造业,5.04,5.1912,intraday_rebound,0.028500000000000025,558733.4392396637
B_all_open_limit_down,2024-05-16,sz.003004,声迅股份,I65软件和信息技术服务业,25.67,26.4401,intraday_rebound,0.028500000000000025,561900.1694809543
B_all_open_limit_down,2024-05-16,sz.002339,积成电子,C38电气机械和器材制造业,7.04,7.2512,intraday_rebound,0.028500000000000025,565066.899722245
B_all_open_limit_down,2024-05-20,sh.600711,盛屯矿业,B09有色金属矿采选业,4.66,4.55,next_open,-0.02510515021459231,562229.6818424809
B_all_open_limit_down,2024-05-21,sz.002097,山河智能,C35专用设备制造业,6.59,6.7877,intraday_rebound,0.028500000000000025,565434.391028983
B_all_open_limit_down,2024-05-21,sz.002329,皇氏集团,C14食品制造业,3.73,3.63,next_open,-0.02830965147453085,562251.0857606636
B_all_open_limit_down,2024-05-21,sz.002888,惠威科技,C39计算机、通信和其他电子设备制造业,13.5,12.55,next_open,-0.0718703703703703,554169.5546672167
B_all_open_limit_down,2024-05-23,sz.002717,*ST岭南,N77生态保护和环境治理业,1.51,1.36,next_open,-0.10083774834437081,542993.3126484877
B_all_open_limit_down,2024-05-24,sz.002717,*ST岭南,N77生态保护和环境治理业,1.36,1.4008,intraday_rebound,0.028500000000000025,546088.3745305841
B_all_open_limit_down,2024-05-24,sz.002620,*ST瑞和,E50建筑装饰、装修和其他建筑业,2.97,3.0591000000000004,intraday_rebound,0.028500000000000025,549183.4364126805
B_all_open_limit_down,2024-05-27,sz.002547,*ST春兴,C33金属制品业,2.92,3.0076,intraday_rebound,0.028500000000000025,552313.7820002328
B_all_open_limit_down,2024-05-27,sh.603189,*ST网达,I65软件和信息技术服务业,10.56,10.876800000000001,intraday_rebound,0.028500000000000025,555444.1275877851
B_all_open_limit_down,2024-05-27,sz.002031,巨轮智能,C35专用设备制造业,2.75,2.8325,intraday_rebound,0.028500000000000025,558574.4731753374
B_all_open_limit_down,2024-05-27,sz.002514,*ST宝馨,C33金属制品业,4.76,4.9028,intraday_rebound,0.028500000000000025,561704.8187628897
B_all_open_limit_down,2024-05-27,sz.002201,九鼎新材,C30非金属矿物制品业,5.78,5.9534,intraday_rebound,0.028500000000000025,564835.164350442
B_all_open_limit_down,2024-05-28,sz.002520,日发精机,C34通用设备制造业,3.92,3.86,next_open,-0.016806122448979555,562936.6265633294
B_all_open_limit_down,2024-05-28,sz.002031,巨轮智能,C35专用设备制造业,2.48,2.5544000000000002,intraday_rebound,0.028500000000000025,566156.1870001269
B_all_open_limit_down,2024-05-29,sh.601929,吉视传媒,I63电信、广播电视和卫星传输服务,1.04,1.0712000000000002,intraday_rebound,0.028500000000000025,569383.2772660276
B_all_open_limit_down,2024-05-29,sz.300152,*ST动力,C34通用设备制造业,1.7,1.751,intraday_rebound,0.028500000000000025,572610.3675319284
B_all_open_limit_down,2024-05-31,sz.002501,*ST利源,C32有色金属冶炼和压延加工业,1.22,1.2566,intraday_rebound,0.028500000000000025,575874.2466268603
B_all_open_limit_down,2024-06-03,sz.000826,*ST启环,N78公共设施管理业,1.83,1.67,next_open,-0.08893169398907114,565631.552171419
B_all_open_limit_down,2024-06-03,sz.002727,一心堂,F52零售业,18.68,19.2404,intraday_rebound,0.028500000000000025,568914.0353771921
B_all_open_limit_down,2024-06-03,sz.002269,美邦服饰,C18纺织服装、服饰业,1.32,1.19,next_open,-0.09998484848484862,557398.2955181295
B_all_open_limit_down,2024-06-03,sh.600107,*ST尔雅,C18纺织服装、服饰业,3.83,3.9449,intraday_rebound,0.028500000000000025,560680.7787239027
B_all_open_limit_down,2024-06-03,sh.603177,德创环保,N77生态保护和环境治理业,8.65,7.79,next_open,-0.10092196531791914,549057.1065747908
B_all_open_limit_down,2024-06-04,sz.002269,美邦服饰,C18纺织服装、服饰业,1.19,1.07,next_open,-0.10234033613445365,537818.9688060159
B_all_open_limit_down,2024-06-04,sh.600110,诺德股份,C39计算机、通信和其他电子设备制造业,3.32,3.4196,intraday_rebound,0.028500000000000025,540948.5943134922
B_all_open_limit_down,2024-06-04,sz.300266,兴源环境,N77生态保护和环境治理业,1.26,1.2978,intraday_rebound,0.028500000000000025,544078.2198209685
B_all_open_limit_down,2024-06-04,sz.300081,ST恒信,I65软件和信息技术服务业,4.51,3.61,next_open,-0.20105654101995568,521999.915286898
B_all_open_limit_down,2024-06-04,sz.301049,超越科技,N77生态保护和环境治理业,19.31,19.8893,intraday_rebound,0.028500000000000025,525129.5407943743
B_all_open_limit_down,2024-06-05,sz.300081,ST恒信,I65软件和信息技术服务业,3.61,3.7183,intraday_rebound,0.028500000000000025,528122.7791769023
